customer_id,customer_name,email,phone,total_orders,avg_order_value
6344788,Max Mandal,deourvi@example.com,919235462551,9,1058.66
6367136,Yashica Jayaraman,khalsazaid@example.org,919235462552,18,1662.44
6390687,Shivansh Dasgupta,sonikabir@example.org,919235462553,5,1340.79
6398761,Kabir Kala,wyatt01@example.com,919235462554,2,1701.15
6459100,Shivansh Mand,michaelthakur@example.org,919235462555,19,1193.57
6579892,Indrajit Sodhi,gaurangigarg@example.com,919235462556,3,869.19
6617417,Pavani Talwar,dmukherjee@example.com,919235462557,20,1785.99
6622751,Nachiket Ratti,urvashi38@example.org,919235462558,9,598.89
6637282,Damini Lad,manya42@example.org,919235462559,15,1495.87
6668498,Bimala Prakash,dixitganga@example.org,919235462560,11,1413.4
6724509,Guneet Brahmbhatt,praneel86@example.net,919235462561,13,1966.44
6756256,Ijaya Goel,hchaudry@example.org,919235462562,13,1902.9
6812439,Vasana Mand,wasonmohammed@example.net,919235462563,1,938.29
6853981,Radhika Bahri,kondajagdish@example.com,919235462564,14,1301.27
6856445,Meghana Mangal,shivanisura@example.net,919235462565,5,1932.51
6867315,Yash Lata,devbarman@example.com,919235462566,1,1766.24
6959437,Rushil Prakash,gavin30@example.net,919235462567,14,1105.84
6982488,Vanya Sachdev,samuel89@example.net,919235462568,4,1819.01
6992801,Yochana Nagy,vrittishukla@example.com,919235462569,4,1270.33
7076456,Upkaar Munshi,gagankaran@example.com,919235462570,10,469.41
7228206,Anmol Koshy,chandreshyohannan@example.org,919235462571,15,843.79
7288562,Triya Singhal,kthakur@example.com,919235462572,19,1982.78
7333934,Om Chand,pallahredhaan@example.net,919235462573,11,739.47
7378768,Shravya Dada,rajagopalansudiksha@example.net,919235462574,8,698.59
7522036,Kashvi Karan,utkarsh04@example.net,919235462575,2,797.92
7551173,Chandran Sur,lucky87@example.net,919235462576,11,1197.58
7591711,Triya Kakar,jai07@example.com,919235462577,12,1494
7687234,Farhan Sheth,madhavhans@example.com,919235462578,18,892
7728356,Vasana Bumb,yashoda79@example.net,919235462579,10,202.43
7728406,Leela Bansal,xitiarya@example.com,919235462580,2,1970.33
7923550,Amruta Grewal,dayalekaraj@example.net,919235462581,17,1813.79
8025622,Daksh Bali,pallrajeshri@example.org,919235462582,15,1160.55
8073518,Mekhala Pandit,kashishvenkatesh@example.com,919235462583,16,946.2
8122530,Fiyaz Rai,kulkarniekapad@example.com,919235462584,9,1493.48
8138417,Champak Narayan,rayomkaar@example.net,919235462585,7,1446.82
8155924,Suhani Kanda,rayaan93@example.net,919235462586,10,1749.17
8164639,Pushti Dhillon,ekavir40@example.net,919235462587,11,329.17
8205155,Vrishti Din,gillgunbir@example.net,919235462588,3,305.85
8228843,Vritti Halder,sahninandini@example.net,919235462589,1,1215.61
8241122,Tristan Zachariah,royisaac@example.org,919235462590,12,833.32
8351747,Darika Kaul,ugulati@example.org,919235462591,7,651.7
8361353,Pahal Kibe,gsachdev@example.org,919235462592,3,632.74
8375298,Yahvi Vora,bhallasaanvi@example.org,919235462593,5,443.91
8383197,Nikita Ravi,agatesiya@example.org,919235462594,16,1440.12
8384106,Urishilla Upadhyay,jom@example.com,919235462595,8,1853.96
8395343,Ekani Pingle,tatwal@example.com,919235462596,11,315.99
8395610,Ranveer Subramanian,dhritijhaveri@example.com,919235462597,18,294.53
8457972,Yauvani Gaba,janaki58@example.net,919235462598,16,1250.35
8513589,Ishaan Nayak,magarekbal@example.net,919235462599,6,1590.11
8536503,Ubika Om,harinikurian@example.net,919235462600,9,399.57
8628482,Krishna Mani,falaksrinivasan@example.net,919235462601,9,1726.44
8632679,Ayaan Bal,avni70@example.net,919235462602,16,1201.21
8651281,Jonathan Seshadri,arinhans@example.org,919235462603,14,1516.13
8655667,Ayaan Upadhyay,triveni48@example.org,919235462604,1,456.16
8733344,Chandani Mishra,shivanimani@example.com,919235462605,10,1152.02
8734819,Balveer Verma,odikasaha@example.org,919235462606,13,1466.9
8739903,Yamini Bir,fray@example.org,919235462607,9,1689.59
8791577,Warda Kohli,reva92@example.com,919235462608,1,1031.07
8817168,Lajita Sharma,sahotaavni@example.org,919235462609,7,1382.39
8881320,Tanmayi Sem,ramankritika@example.net,919235462610,7,1268.54
8886587,Aishani Sura,priyasankaran@example.com,919235462611,4,951.65
8955057,Zashil Goyal,diyalal@example.net,919235462612,3,1549.99
8967266,Theodore Bhakta,revaatwal@example.net,919235462613,5,1164.14
9048817,Bhavika Banik,kabiranand@example.net,919235462614,1,222.89
9049965,Ishani Kalla,wagate@example.org,919235462615,3,1390.06
9097480,Hamsini Verma,mammenqasim@example.net,919235462616,18,307.65
9105829,David Gopal,atichoudhary@example.net,919235462617,11,1350.06
9107360,Anvi Iyer,rachitaaurora@example.org,919235462618,12,617.79
9195970,Riya Uppal,michael01@example.org,919235462619,14,517.58
9246851,Aarush Dixit,bgrewal@example.net,919235462620,10,1574.34
9274874,Kashvi Ganguly,arya43@example.net,919235462621,20,792.52
9278983,Madhav Guha,csankaran@example.com,919235462622,17,1418.32
9314637,Aarav Sandal,surimaanas@example.org,919235462623,15,1208.09
9335625,Falguni Sangha,ladpatrick@example.net,919235462624,14,1605.95
9347990,Aarush Pingle,meghana61@example.net,919235462625,6,492.04
9388085,Faris Swaminathan,chatreshtella@example.net,919235462626,11,627.21
9401406,Lucky Babu,sameshdate@example.com,919235462627,14,792.74
9419030,Thomas Doctor,ntank@example.com,919235462628,1,340.77
9423628,Chanakya Dutta,kalitafaraj@example.com,919235462629,19,1911.7
9450435,Sai Chaudhry,wvora@example.org,919235462630,1,1567.76
9551011,Idika Chand,edhithashetty@example.net,919235462631,7,1786.78
9573071,Ranveer Mahal,imohan@example.com,919235462632,5,958.06
9641623,Samarth Chander,kohlimeera@example.org,919235462633,3,1515.02
9650263,Samar Vasa,sanya50@example.com,919235462634,5,843.98
9702217,David Doshi,hamsini77@example.com,919235462635,6,1209.86
9738801,Damyanti Nadkarni,banjeetanne@example.org,919235462636,19,376.73
9796585,Damini Jha,gulatitanvi@example.net,919235462637,20,1565.31
9900288,Jasmit Pall,kdave@example.com,919235462638,10,1315.84
9981089,Ikbal Hari,raghavanjagrati@example.com,919235462639,1,402.74
9987182,Tristan Hegde,tandoneiravati@example.com,919235462640,8,635.99
10019218,Elijah Brar,ckakar@example.net,919235462641,7,560.14
10038382,Rajata Balay,asom@example.org,919235462642,3,339.73
10048910,Pratyush Sawhney,xnath@example.com,919235462643,15,875.32
10088428,Tara Raghavan,yauvanibarad@example.net,919235462644,15,806.54
10210309,Deepa Dewan,ekanta10@example.com,919235462645,13,515.07
10225164,Siya Parmer,chakradevwable@example.com,919235462646,20,491.07
10240052,Gagan Kakar,wnarayan@example.com,919235462647,1,942.49
10285414,Meera Nigam,mdoshi@example.com,919235462648,18,993.5
10418604,Xavier Agrawal,qasim85@example.net,919235462649,15,501.27
10508763,Anamika Issac,reyanshbarad@example.net,919235462650,6,992.26
10524732,Bhavna Ramesh,dominicperi@example.net,919235462651,18,1830.92
10541231,Dayita Yadav,ysaran@example.com,919235462652,14,409.51
10562528,Udant Dada,rayaan71@example.net,919235462653,12,887.02
10605484,Rachit Chakraborty,charlesprabhu@example.org,919235462654,13,652
10608845,Aadi Gole,nachiket49@example.com,919235462655,2,735.36
10642655,Omaja Warrior,rajaijaya@example.net,919235462656,1,726.89
10663246,Madhav Chana,rmishra@example.com,919235462657,12,1976.29
10683250,Manthan Sundaram,bishakhaprasad@example.com,919235462658,14,480.47
10686446,Onkar Ratti,qbera@example.com,919235462659,18,1566.26
10694081,Faris Raval,mitesh54@example.org,919235462660,16,769.13
10700664,Rehaan Tara,vbalasubramanian@example.net,919235462661,5,1535.01
10706516,Charita Srivastava,natarajantanay@example.com,919235462662,13,1420.97
10729474,Gautami Pingle,vuppal@example.org,919235462663,16,417.3
10745302,Yochana Shukla,kamya82@example.net,919235462664,5,1530.95
10769994,Tripti Tandon,abha02@example.net,919235462665,10,1122.23
10789681,Anvi Rajan,michaelmann@example.com,919235462666,17,1178.41
10796846,Waida Sanghvi,henrykanda@example.net,919235462667,2,1548.31
10797688,Sudiksha Mannan,raaginimitter@example.net,919235462668,7,1017.39
10830043,Gabriel Iyer,pprabhakar@example.com,919235462669,9,899.6
10855630,Anya Rajagopal,bassigavin@example.org,919235462670,15,1447.55
10857389,Nihal Mital,ochoudhary@example.net,919235462671,9,553.29
10945990,Frado Keer,neelima18@example.com,919235462672,5,1337.11
10951674,Anmol Lad,eesha65@example.com,919235462673,4,1590.36
11047835,Nathaniel Reddy,tanishverma@example.com,919235462674,6,573.38
11063505,Garima Pillay,niteshdeshpande@example.com,919235462675,2,1285.79
11071601,Ojas Ahuja,sahaamara@example.org,919235462676,17,1950.54
11082181,Pratyush Munshi,ggala@example.org,919235462677,6,624.4
11143197,Siya Mani,geetika98@example.com,919235462678,13,778.44
11153360,Libni Sastry,gunbirpillai@example.org,919235462679,20,1575.46
11202130,Zehaan Lad,jdeo@example.org,919235462680,20,1202.1
11228463,Theodore Cherian,mallorinder@example.org,919235462681,8,1275.97
11254582,Caleb Krish,sanishaurya@example.org,919235462682,19,1036.03
11387110,Om Sastry,sarthaksuri@example.org,919235462683,8,1303.37
11389698,Chameli Grover,jaigrover@example.net,919235462684,14,1907.68
11446157,Nidhi Borra,finnraman@example.com,919235462685,8,400.97
11470681,Yashawini Sunder,vrittikoshy@example.com,919235462686,2,570.88
11478478,Vedika Dugal,toormegha@example.org,919235462687,17,762.82
11493300,Yatan Bedi,tristannarang@example.org,919235462688,18,1025.67
11493380,Jhalak Peri,wahab05@example.org,919235462689,16,422.74
11503405,Damyanti Dua,dyalaahana@example.com,919235462690,11,1658.1
11540364,Jonathan Virk,dugalranbir@example.org,919235462691,20,517.32
11562458,Parth Raghavan,ekiya53@example.org,919235462692,7,1409.32
11616535,Vrinda Bassi,obarad@example.com,919235462693,6,1583.56
11636968,Frado Ravel,hemal96@example.com,919235462694,1,1574.94
11705793,Tripti Barad,pandyaarya@example.org,919235462695,18,1164.81
11775073,Keya Ganesan,iyengarchasmum@example.net,919235462696,16,212.35
11928321,Nikita Palan,akshaymann@example.net,919235462697,17,1770.94
12059049,Jagdish Mander,ugara@example.net,919235462698,17,235.4
12077371,Gautami Maharaj,nkala@example.org,919235462699,20,353.22
12088552,Aditya Barman,charkrishna@example.com,919235462700,3,1137.83
12090436,Tripti Yogi,raghavangaurang@example.com,919235462701,18,1307.52
12141418,Faras Patla,ldeshpande@example.org,919235462702,5,862.68
12184293,Dayita Mand,vmodi@example.net,919235462703,7,1811.32
12272282,Dev Bal,ngandhi@example.net,919235462704,20,1750.74
12277039,Manthan Trivedi,bhaktabhavika@example.org,919235462705,1,1422.63
12302179,Nikita Nagi,bsinha@example.com,919235462706,15,246.73
12305040,Guneet Jayaraman,wahab57@example.net,919235462707,14,1968.85
12338529,Rishi Nayak,bariaazaan@example.com,919235462708,11,347.1
12397668,Ojasvi Mahal,hayrewarjas@example.org,919235462709,13,204.06
12402437,Kamala Rama,gaurang89@example.net,919235462710,14,1580.62
12415659,Damini Wagle,lekha86@example.net,919235462711,10,1786.5
12455156,Ijaya Agrawal,wparikh@example.com,919235462712,16,1139.56
12469338,Lavanya Dani,warhi45@example.net,919235462713,2,1896.89
12500465,Barkha Chakrabarti,triyadutt@example.net,919235462714,14,1758.5
12507907,Maanas Dugal,ranaforum@example.com,919235462715,19,1278.01
12531927,Ayush Tripathi,aarinirau@example.com,919235462716,20,1511.87
12560669,Mugdha Acharya,qsoman@example.net,919235462717,13,450.79
12574626,Nitesh Joshi,jganguly@example.org,919235462718,18,852.27
12591752,Zilmil Krishna,solankiabeer@example.net,919235462719,14,740.4
12622901,Januja Kaul,chauhanliam@example.com,919235462720,3,870.68
12655794,Teerth Mand,osanghvi@example.org,919235462721,15,446.56
12695670,Anya Borde,ganga35@example.org,919235462722,10,910.12
12698783,Jyoti Lata,hsaini@example.org,919235462723,8,1040.64
12755730,Indrajit Mahal,anamika40@example.com,919235462724,8,748.43
12769552,Chameli Ranganathan,parsafaraj@example.org,919235462725,10,1316.09
12778027,Eshana Prabhu,mitalwidisha@example.net,919235462726,9,1513.18
12799092,William Sarkar,oviyabhardwaj@example.com,919235462727,5,557.19
12814732,Janya Soni,pdey@example.org,919235462728,8,1473.36
12832151,Ekavir Bhalla,jagvi98@example.org,919235462729,16,356.96
12851610,Unnati Narayanan,zayyan13@example.com,919235462730,14,633.41
12867472,Ishanvi Tripathi,bhavinisandhu@example.com,919235462731,3,1053.52
12967305,Bhavani Sood,solankicharita@example.org,919235462732,16,607.46
12988801,Darika Verma,bariabina@example.org,919235462733,8,1179.5
13071673,Ijaya Bir,imaran88@example.net,919235462734,17,1208.04
13122744,Yashvi Dalal,netrasarkar@example.org,919235462735,5,1616.47
13130974,Divya Garde,rajagopalmanthan@example.net,919235462736,6,898.76
13164195,Fitan Uppal,kulkarnidhriti@example.org,919235462737,17,786.74
13189939,Ishanvi Raman,warhi99@example.com,919235462738,17,1906.92
13197985,Gaurika Balasubramanian,pranavdara@example.net,919235462739,19,516.21
13251137,Ekalinga Vasa,yogividhi@example.net,919235462740,2,1633.07
13265605,Yatin Krishnamurthy,gabriel01@example.org,919235462741,3,1086.89
13284996,Irya Dayal,tmitra@example.com,919235462742,9,449.79
13383642,Xavier Kashyap,advaithupadhyay@example.net,919235462743,16,1114.11
13415362,Tristan Grover,salvigeetika@example.com,919235462744,2,978.88
13424885,Azaan Modi,nandinibanik@example.net,919235462745,8,358.46
13441874,Hemang Sandal,ukamdar@example.org,919235462746,2,602.63
13455530,Yoshita Varty,chahalsamuel@example.net,919235462747,3,1812.55
13461704,Zayan Ratta,girindra18@example.net,919235462748,4,1024.45
13462905,Bimala Rau,jbhalla@example.org,919235462749,14,809.44
13465850,Anmol Koshy,rajavarsha@example.net,919235462750,6,1956.03
13492411,Ekaraj Mahal,yashoda79@example.net,919235462751,8,453.33
13494314,Eesha Nadig,ssahota@example.com,919235462752,5,1108.16
13567338,Wahab Borah,aadhya91@example.com,919235462753,10,1054.12
13581527,Jhalak Kalla,mallmaya@example.com,919235462754,10,1614.59
13585482,Meera Dara,nratti@example.net,919235462755,20,1475.52
13604883,Siddharth Kata,gautami04@example.net,919235462756,17,1659.88
13651980,Abhiram Basak,jainjanuja@example.net,919235462757,12,308.29
13760839,Anvi Savant,varghesevasatika@example.net,919235462758,17,444.89
13796199,Pallavi Mutti,orajagopalan@example.org,919235462759,20,1016.92
13850004,Umang Ramakrishnan,vihaan96@example.net,919235462760,15,1129.76
13871547,Anthony Dhawan,zayan80@example.net,919235462761,8,200.43
13939675,Edhitha Lal,gaurangi65@example.org,919235462762,18,783.47
13963450,Hemang Kakar,janya57@example.com,919235462763,14,1364.82
13978108,Oscar Oak,nbalay@example.com,919235462764,7,1307.21
14006996,Saumya Rau,nakul82@example.net,919235462765,15,738.1
14079305,Jeevika Narain,zbhagat@example.com,919235462766,17,567.1
14114543,Vedika Aurora,danielbanerjee@example.com,919235462767,20,659.52
14161586,Aachal Nazareth,nadkarnidalbir@example.org,919235462768,11,353.97
14167111,Balvan Raman,zaitra78@example.com,919235462769,18,963.9
14207332,Ucchal Uppal,baljiwan77@example.org,919235462770,18,1263.17
14255231,Advika Taneja,sarafekavir@example.net,919235462771,17,1055.6
14272050,Rajata Misra,raagini26@example.net,919235462772,7,662.99
14275043,Tanvi Lala,omamrita@example.net,919235462773,19,1415.88
14294171,Ikshita Bava,hamsinikarpe@example.org,919235462774,1,1680.47
14323169,Jai Raj,vidhidixit@example.org,919235462775,20,1651.18
14330483,Vasatika Konda,tanmayinarayanan@example.net,919235462776,12,538.66
14367270,Ganga Mody,rattayashvi@example.net,919235462777,16,763.23
14428954,Viraj Tank,harrisonmore@example.net,919235462778,10,1387.23
14458150,Kamya Ratta,yatancherian@example.net,919235462779,13,321.96
14472401,Ayaan Rege,dubeywatika@example.org,919235462780,1,208.09
14479168,Sai Sawhney,tara78@example.com,919235462781,17,917.45
14519263,Edhitha Sawhney,ishaandey@example.com,919235462782,16,762.06
14632090,Ria Baria,manyachatterjee@example.net,919235462783,15,1620.46
14693393,Chavvi Iyer,minhasraagini@example.com,919235462784,14,928.3
14705462,Nakul Pal,bsahni@example.org,919235462785,2,765.18
